CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
69	702	19	0.8407	-0.000	201	0.2008949341801835	Pre-HV:Post-HV	1.0	702	69
69	726	19	0.8797	-0.000	202	0.0678314328483131	Pre-HV:Post-HV	1.0	726	69
69	775	19	0.8894	-0.000	203	0.19859774730012228	Pre-HV:Post-HV	1.0	775	69
70	101	17	0.8455	-58.042	204	0.23385068134173492	Pre-HV:Post-HV	1.0	101	70
70	434	17	0.8519	-0.000	205	0.12818752787661306	Pre-HV:Post-HV	1.0	434	70
70	435	17	0.9222	-0.000	206	0.2610102713192419	Pre-HV:Post-HV	1.0	435	70
70	436	17	0.8293	-0.000	207	0.13540071346280333	Pre-HV:Post-HV	1.0	436	70
70	437	17	0.8993	-0.000	208	0.11262225405981208	Pre-HV:Post-HV	1.0	437	70
70	448	17	0.8542	-58.042	209	0.12024584224916827	Pre-HV:Post-HV	1.0	448	70
70	569	17	0.8993	-0.000	210	0.1553636593739886	Pre-HV:Post-HV	1.0	569	70
70	684	17	0.8265	-58.042	211	0.17711776983057445	Pre-HV:Post-HV	1.0	684	70
70	75	17	0.8836	0.000	212	0.19255726670718093	Pre-HV:Post-HV	1.0	75	70
71	189	2	0.9356	0.000	213	0.3967281528468823	Pre-HV:Post-HV	1.0	189	71
71	288	2	1.0	-0.000	214	0.3793816869542242	Pre-HV:Post-HV	1.0	288	71
71	344	2	0.9464	0.000	215	0.21397078202216147	Pre-HV:Post-HV	1.0	344	71
71	409	2	0.9524	-0.000	216	0.32484676433573134	Pre-HV:Post-HV	1.0	409	71
71	410	2	0.9157	-0.000	217	0.18653958144689328	Pre-HV:Post-HV	1.0	410	71
71	411	2	0.9121	0.000	218	0.06000598138936658	Pre-HV:Post-HV	-1.0	71	411
71	420	2	0.9117	-58.042	219	0.6176763471817498	Pre-HV:Post-HV	1.0	420	71
71	682	2	0.9117	-58.042	220	0.14058538481198143	Pre-HV:Post-HV	1.0	682	71
71	74	2	0.9209	-58.041	221	0.1800921844135588	Pre-HV:Post-HV	1.0	74	71
71	772	2	0.9117	-58.042	222	0.4672345044181816	Pre-HV:Post-HV	1.0	772	71
72	335	5	0.6859	-259.944	223	0.1364574005854882	Pre-HV:Post-HV	-1.0	72	335
72	514	5	0.7272	-390.445	224	0.46713772171710816	Pre-HV:Post-HV	-1.0	72	514
72	77	5	0.9253	0.000	225	0.15027101773799734	Pre-HV:Post-HV	-1.0	72	77
74	189	2	0.9211	58.041	226	0.21663596843332353	Pre-HV:Post-HV	1.0	189	74
74	288	2	0.9209	58.041	227	0.1992895025406655	Pre-HV:Post-HV	1.0	288	74
74	344	2	0.9228	58.041	228	0.03387859760860273	Pre-HV:Post-HV	1.0	344	74
74	409	2	0.9208	58.041	229	0.14475457992217255	Pre-HV:Post-HV	1.0	409	74
74	420	2	0.9068	-0.000	230	0.4375841627681911	Pre-HV:Post-HV	1.0	420	74
74	463	2	0.9077	-56.027	231	0.44683961082281387	Pre-HV:Post-HV	1.0	463	74
74	682	2	0.9068	-0.000	232	0.03950679960157737	Pre-HV:Post-HV	-1.0	74	682
74	763	2	0.9204	58.041	233	0.10351401690321524	Pre-HV:Post-HV	1.0	763	74
74	772	2	0.9068	-0.000	234	0.28714232000462286	Pre-HV:Post-HV	1.0	772	74
75	434	17	0.8747	-0.000	235	0.0643697388305679	Pre-HV:Post-HV	-1.0	75	434
75	435	17	0.9043	-0.000	236	0.068453004612061	Pre-HV:Post-HV	1.0	435	75
75	436	17	0.8463	-0.000	237	0.05715655324437766	Pre-HV:Post-HV	-1.0	75	436
75	437	17	0.883	-0.000	238	0.07993501264736894	Pre-HV:Post-HV	-1.0	75	437
75	448	17	0.8258	-58.042	239	0.07231142445801272	Pre-HV:Post-HV	-1.0	75	448
75	569	17	0.8361	-0.000	240	0.03719360733319245	Pre-HV:Post-HV	-1.0	75	569
77	335	5	0.6525	-259.944	241	0.01381361715250918	Pre-HV:Post-HV	1.0	335	77
77	514	5	0.7154	-390.445	242	0.31686670397911076	Pre-HV:Post-HV	-1.0	77	514
77	649	5	0.6535	14.437	243	0.22449473326715916	Pre-HV:Post-HV	-1.0	77	649
78	421	19	0.7925	-0.000	244	0.40740220076499506	Pre-HV:Post-HV	-1.0	78	421
78	423	19	0.853	0.000	245	0.4498064160374534	Pre-HV:Post-HV	-1.0	78	423
78	424	19	0.853	-0.000	246	0.1441548051613457	Pre-HV:Post-HV	-1.0	78	424
78	665	19	0.8661	-0.000	247	0.23900229193216413	Pre-HV:Post-HV	-1.0	78	665
78	666	19	0.8661	-0.000	248	0.11683859719312725	Pre-HV:Post-HV	-1.0	78	666
78	701	19	0.8065	-0.000	249	0.19978884189762197	Pre-HV:Post-HV	-1.0	78	701
79	572	2	0.9107	-0.000	250	0.2942789226156395	Pre-HV:Post-HV	-1.0	79	572
79	573	2	0.8817	-0.000	251	0.11656919364468758	Pre-HV:Post-HV	1.0	573	79
80	111	68	0.7338	-64.043	252	0.020015664915464738	Pre-HV:Post-HV	1.0	111	80
81	243	38	0.9581	28.978	253	0.3771162238201139	Pre-HV:Post-HV	1.0	243	81
83	427	19	0.8077	15.995	254	2.3261230013931913	Pre-HV:Post-HV	-1.0	83	427
83	429	19	0.8041	-0.000	255	0.28616573944534	Pre-HV:Post-HV	-1.0	83	429
83	432	19	0.8704	-0.000	256	0.472743886709428	Pre-HV:Post-HV	-1.0	83	432
83	433	19	0.8248	-0.000	257	0.08930802328673818	Pre-HV:Post-HV	-1.0	83	433
83	595	19	0.8414	0.000	258	0.19050899771992835	Pre-HV:Post-HV	-1.0	83	595
83	773	19	0.8576	-0.000	259	0.01990941177946381	Pre-HV:Post-HV	1.0	773	83
86	443	17	0.8229	-0.000	260	0.09244525704915962	Pre-HV:Post-HV	-1.0	86	443
87	198	2	0.9024	-0.000	261	0.03721528561936793	Pre-HV:Post-HV	1.0	198	87
87	267	2	0.8964	-0.000	262	0.05343718553765045	Pre-HV:Post-HV	1.0	267	87
87	404	2	0.8898	74.036	263	0.04186345928786232	Pre-HV:Post-HV	-1.0	87	404
87	411	2	0.9147	58.041	264	0.23828553059674842	Pre-HV:Post-HV	-1.0	87	411
87	422	2	0.9191	-0.000	265	0.05093402676546435	Pre-HV:Post-HV	1.0	422	87
87	560	2	0.8898	74.036	266	0.057126643991349264	Pre-HV:Post-HV	1.0	560	87
87	764	2	0.891	-0.000	267	0.13561340463930424	Pre-HV:Post-HV	1.0	764	87
92	201	115	1.0	0.000	268	0.23062491806912666	Pre-HV:Post-HV	1.0	201	92
93	267	2	0.8784	15.995	269	0.012325156176496656	Pre-HV:Post-HV	1.0	267	93
93	446	2	0.8898	-0.001	270	0.09058969429415437	Pre-HV:Post-HV	-1.0	93	446
93	469	2	0.8819	-58.042	271	0.14971436556994397	Pre-HV:Post-HV	1.0	469	93
93	472	2	0.8819	-58.041	272	0.23831349397591398	Pre-HV:Post-HV	1.0	472	93
93	757	2	0.8796	-0.001	273	0.1229898119582227	Pre-HV:Post-HV	1.0	757	93
94	219	29	0.9272	-0.003	274	0.039499113615883916	Pre-HV:Post-HV	-1.0	94	219
94	229	29	0.6727	-47.981	275	0.07502471067565311	Pre-HV:Post-HV	-1.0	94	229
94	250	29	0.6693	-47.981	276	0.07969644962967974	Pre-HV:Post-HV	1.0	250	94
94	522	29	0.6598	-61.999	277	0.07969644962967974	Pre-HV:Post-HV	1.0	522	94
94	526	29	0.9367	-14.013	278	0.1482455788253006	Pre-HV:Post-HV	-1.0	94	526
94	527	29	0.9435	-14.013	279	0.6596539642731117	Pre-HV:Post-HV	-1.0	94	527
